"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Silica (mg/L)","Secchi Disc Depth (M)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Eastern Buffer","EM2","2010-02-19","1","Surface Water","0.1","0.012","0.9","82","6.6","26","32","0.073","0.038","0.009","8","0.3","32.7","0.77","3","1.8","16.4","0.12","0.1","0.21","<0.02","4.3","0.001","0.6"
"Eastern Buffer","EM2","2010-02-19","1","Middle Water","0.2","0.008","1.6","93","7.5","24","29","0.072","0.037","0.009","8","<0.2","32.7","0.76","3","1.9","16.4","0.12","0.09","0.2","<0.02","4.7","0.001","0.5"
"Eastern Buffer","EM2","2010-02-19","1","Bottom Water","0.5","0.007","1.7","93","7.5","17","27","0.065","0.037","0.009","8","<0.2","32.8","0.74","3","2","16.5","0.11","0.09","0.19","<0.02","4.9","0.001","0.5"
"Eastern Buffer","EM2","2010-03-22","1","Surface Water","0.6","0.063","0.7","94","7","<1","2","0.026","0.006","0.011","7.9","0.3","33.5","0.35","4","0.9","20.1","0.1","0.14","0.17","<0.02","6","0.002","0.5"
"Eastern Buffer","EM2","2010-03-22","1","Middle Water","0.5","0.077","0.9","96","7.2","<1","1","0.024","0.006","0.009","7.9","<0.2","33.6","0.35","4","1.1","20.1","0.11","0.16","0.19","<0.02","6.2","0.002","0.5"
"Eastern Buffer","EM2","2010-03-22","1","Bottom Water","0.5","0.045","0.7","95","7.1","1","2","0.011","0.005","0.009","7.9","<0.2","33.8","0.32","4","1.8","20","0.06","0.13","0.15","<0.02","8.1","0.001","0.5"
"Eastern Buffer","EM2","2010-04-08","1","Surface Water","0.4","0.023","0.7","97","7.3","43","96","0.008","0.005","0.009","7.7","0.5","33.9","0.5","2.2","3.1","19.7","0.04","0.12","0.13","<0.02","3.2","0.001","0.7"
"Eastern Buffer","EM2","2010-04-08","1","Middle Water","0.5","0.022","0.9","98","7.3","31","78","0.007","0.005","0.009","7.7","0.5","33.9","0.5","2.2","2.9","19.7","0.03","0.11","0.12","<0.02","3.5","0.001","0.7"
"Eastern Buffer","EM2","2010-04-08","1","Bottom Water","0.4","0.018","0.9","98","7.3","12","22","0.003","0.005","0.008","7.8","0.3","33.9","0.5","2.2","3.7","19.7","0.03","0.11","0.12","<0.02","4.2","0.001","0.7"
"Eastern Buffer","EM2","2010-05-03","1","Surface Water","0.8","0.042","1.6","99","7.1","1","3","0.037","0.008","0.01","7.7","0.6","33.7","0.32","4.2","0.6","21.6","0.09","0.14","0.19","0.03","1.1","0.001","0.6"
"Eastern Buffer","EM2","2010-05-03","1","Middle Water","0.7","0.041","1.1","99","7.2","1","2","0.034","0.007","0.01","7.7","0.5","33.7","0.33","4.2","0.8","21.5","0.08","0.13","0.17","<0.02","1.3","0.001","0.7"
"Eastern Buffer","EM2","2010-05-03","1","Bottom Water","0.4","0.022","0.6","99","7.2","2","5","0.014","0.004","0.008","7.7","0.4","34","0.32","4.2","2.9","21.4","0.04","0.12","0.14","<0.02","2.9","0.001","0.8"
"Eastern Buffer","EM2","2010-06-02","1","Surface Water","0.1","0.028","2.1","74","5","1","3","0.029","0.005","0.003","7.9","0.4","32.7","0.15","4.5","1.5","25.3","0.06","0.16","0.19","<0.02","0.9","0.001","<0.5"
"Eastern Buffer","EM2","2010-06-02","1","Middle Water","0.2","0.036","1.9","78","5.3","3","7","0.026","0.004","0.004","7.9","0.4","32.8","0.13","4.5","1.3","25.4","0.07","0.11","0.14","<0.02","0.9","0.001","0.6"
"Eastern Buffer","EM2","2010-06-02","1","Bottom Water","<0.1","0.034","1.2","78","5.3","<1","3","0.016","0.006","0.005","7.9","0.9","32.8","0.46","4.5","4.4","25.4","0.06","0.1","0.12","<0.02","1.3","0.001","0.7"
"Eastern Buffer","EM2","2010-07-02","1","Surface Water","1.9","0.012","1.4","132","8.9","11","25","0.076","0.018","0.012","8.1","0.4","30.8","0.86","2.3","3.6","26.5","0.11","0.1","0.19","0.03","2.2","0.001","1.9"
"Eastern Buffer","EM2","2010-07-02","1","Middle Water","0.2","0.012","0.7","63","4.4","19","26","0.073","0.017","0.011","7.9","0.5","33.8","0.82","2.3","1.7","23.3","0.1","0.08","0.17","0.02","2.3","0.001","0.5"
"Eastern Buffer","EM2","2010-07-02","1","Bottom Water","<0.1","0.013","0.7","60","4.2","1","4","0.073","0.016","0.011","7.9","0.5","34.2","0.82","2.3","5","23","0.1","0.06","0.15","0.02","5.2","0.001","0.8"
"Eastern Buffer","EM2","2010-08-02","1","Surface Water","2.1","0.029","23","96","6.5","120","430","0.14","0.038","0.018","8.2","7.2","30.9","1","2.3","4","26.5","0.21","0.23","0.41","0.06","3.9","0.002","2.1"
"Eastern Buffer","EM2","2010-08-02","1","Middle Water","0.7","0.02","5.3","59","4","220","570","0.083","0.044","0.029","8.1","2.1","33.4","1","2.3","3.2","24.3","0.15","0.08","0.21","0.04","4.1","0.001","1.1"
"Eastern Buffer","EM2","2010-08-02","1","Bottom Water","0.3","0.015","0.2","61","4.3","13","83","0.033","0.03","0.033","8.1","1.2","34.4","0.81","2.3","6.5","23.3","0.08","0.06","0.12","0.04","6.8","0.001","1"
"Eastern Buffer","EM2","2010-09-02","1","Surface Water","1","0.048","2.5","90","5.9","42","330","0.054","0.009","0.006","8.2","0.6","30.8","0.35","4","0.6","29.2","0.11","0.23","0.29","0.04","0.5","0.004","0.6"
"Eastern Buffer","EM2","2010-09-02","1","Middle Water","0.6","0.14","3.5","71","4.7","1000","3700","0.14","0.022","0.024","8","1.7","30.8","0.84","4","1.7","28.2","0.3","0.29","0.45","0.04","1","0.008","0.7"
"Eastern Buffer","EM2","2010-09-02","1","Bottom Water","0.7","0.11","1.5","45","3.1","130","960","0.13","0.016","0.025","7.9","1.2","32.5","1.1","4","4.3","25.6","0.26","0.22","0.37","0.04","2.9","0.004","0.9"
"Eastern Buffer","EM2","2010-10-08","1","Surface Water","0.3","0.083","1.5","75","5","160","300","0.04","0.017","0.013","8.1","<0.2","30.8","0.74","2.7","3.5","27.5","0.14","0.18","0.24","0.02","2.6","0.006","0.8"
"Eastern Buffer","EM2","2010-10-08","1","Middle Water","0.3","0.087","0.7","77","5.1","99","150","0.039","0.018","0.013","8.1","0.3","30.9","0.75","2.7","3.4","27.5","0.14","0.19","0.25","0.02","2.6","0.006","0.6"
"Eastern Buffer","EM2","2010-10-08","1","Bottom Water","0.3","0.062","0.5","80","5.3","42","85","0.029","0.015","0.009","8.2","0.3","31","0.64","2.7","4.8","27.5","0.11","0.15","0.19","<0.02","3.9","0.004","0.9"
"Eastern Buffer","EM2","2010-11-04","1","Surface Water","0.4","0.043","0.9","85","6","260","440","0.057","0.047","0.013","7.9","0.6","32.5","0.78","2.2","4.5","23.5","0.15","0.15","0.25","0.03","3.6","0.001","0.7"
"Eastern Buffer","EM2","2010-11-04","1","Middle Water","0.4","0.028","0.9","87","6.1","170","290","0.054","0.046","0.013","7.9","0.4","32.5","0.79","2.2","4.7","23.5","0.13","0.11","0.21","0.03","4","0.001","0.7"
"Eastern Buffer","EM2","2010-11-04","1","Bottom Water","0.5","0.014","0.7","88","6.2","130","160","0.051","0.038","0.01","8","0.5","32.6","0.86","2.2","14","23.5","0.1","0.12","0.21","0.03","11.3","0.001","2.3"
"Eastern Buffer","EM2","2010-12-15","1","Surface Water","0.4","0.051","0.4","90","6.7","5","10","0.072","0.014","0.008","8.1","1.1","32.8","0.4","1.9","3.2","20.8","0.14","0.12","0.21","0.02","3.4","0.002","0.6"
"Eastern Buffer","EM2","2010-12-15","1","Middle Water","0.4","0.051","0.5","91","6.8","1","5","0.033","0.008","0.008","8.1","1.1","32.8","0.4","1.9","2.8","20.8","0.09","0.12","0.16","<0.02","3.5","0.002","0.7"
"Eastern Buffer","EM2","2010-12-15","1","Bottom Water","0.4","0.053","0.6","91","6.8","8","13","0.035","0.009","0.008","8.1","1","32.8","0.4","1.9","4","20.8","0.1","0.14","0.18","0.02","3","0.002","0.7"
"Eastern Buffer","EM2","2011-01-03","1","Surface Water","0.4","0.019","1","89","6.9","63","90","0.062","0.04","0.012","7.8","0.3","33.1","0.9","2.2","9.2","18.1","0.12","0.07","0.17","0.03","6.7","0.001","1.7"
"Eastern Buffer","EM2","2011-01-03","1","Middle Water","0.3","0.022","0.9","90","7","58","81","0.061","0.041","0.011","7.8","0.3","33.1","0.91","2.2","9.4","18.1","0.12","0.08","0.18","0.03","8.2","0.001","1.6"
"Eastern Buffer","EM2","2011-01-03","1","Bottom Water","0.4","0.022","0.9","90","6.9","55","78","0.062","0.04","0.012","7.8","0.3","33.1","0.89","2.2","12","18.1","0.12","0.1","0.2","0.03","7.8","0.001","2.2"
"Eastern Buffer","EM2","2011-02-10","1","Surface Water","1","0.034","0.9","99","8.1","5","15","0.2","0.009","0.019","7.8","1","31.8","1.1","2.9","1.8","15.6","0.24","0.1","0.31","0.03","1.1","0.001","0.9"
"Eastern Buffer","EM2","2011-02-10","1","Middle Water","1.4","0.033","0.6","99","8.1","12","26","0.2","0.008","0.018","7.8","1.3","31.8","1.1","2.9","0.9","15.5","0.24","0.11","0.32","0.04","1.1","0.001","0.5"
"Eastern Buffer","EM2","2011-02-10","1","Bottom Water","1.1","0.031","0.7","96","8","<1","7","0.2","0.008","0.018","7.8","1.2","31.8","1.3","2.9","1.8","15.1","0.24","0.08","0.29","0.03","1.4","0.001","0.6"
"Eastern Buffer","EM2","2011-03-17","1","Surface Water","0.9","0.09","4.3","95","7.4","6","22","0.04","0.006","0.006","7.9","1","33.2","0.27","2","2.1","18.2","0.14","0.15","0.2","0.02","1.8","0.002","0.7"
"Eastern Buffer","EM2","2011-03-17","1","Middle Water","1.1","0.09","4.3","98","7.6","16","22","0.042","0.005","0.006","7.9","0.9","33.2","0.26","2","2.3","18.1","0.14","0.17","0.22","0.02","1.6","0.002","0.8"
"Eastern Buffer","EM2","2011-03-17","1","Bottom Water","1.1","0.085","4.4","95","7.4","24","36","0.042","0.004","0.006","7.9","0.9","33.3","0.32","2","2.4","18.2","0.13","0.14","0.19","0.03","5","0.002","0.9"
"Eastern Buffer","EM2","2011-04-12","1","Surface Water","0.7","0.088","1.7","93","6.8","<1","<1","0.02","0.004","0.007","7.9","0.9","33.9","0.17","4","1.3","20.6","0.11","0.14","0.16","<0.02","1","0.002","0.6"
"Eastern Buffer","EM2","2011-04-12","1","Middle Water","0.6","0.083","1.8","98","7.2","<1","<1","0.018","0.004","0.006","7.9","0.3","33.9","0.17","4","1","20.5","0.11","0.16","0.18","<0.02","0.8","0.002","0.6"
"Eastern Buffer","EM2","2011-04-12","1","Bottom Water","0.5","0.077","1.7","95","7","2","4","0.012","0.003","0.008","7.9","<0.2","34","0.22","4","2.2","20.5","0.09","0.13","0.15","<0.02","1.6","0.002","0.6"
"Eastern Buffer","EM2","2011-05-12","1","Surface Water","1.7","0.16","4.8","85","5.9","13","160","0.2","0.033","0.018","7.7","1.2","32.1","0.54","3.6","1.4","24.8","0.39","0.33","0.56","0.04","1.8","0.004","1"
"Eastern Buffer","EM2","2011-05-12","1","Middle Water","1.4","0.071","2.8","78","5.5","42","95","0.041","0.016","0.01","7.7","1","33.5","0.44","3.6","2.6","23.3","0.13","0.15","0.21","0.02","1.9","0.001","0.9"
"Eastern Buffer","EM2","2011-05-12","1","Bottom Water","0.8","0.044","1.2","72","5.2","6","32","0.015","0.015","0.008","7.7","0.5","33.9","0.49","3.6","7.5","22.3","0.07","0.08","0.11","<0.02","2.5","0.001","1.2"
"Eastern Buffer","EM2","2011-06-15","1","Surface Water","1","0.16","4.1","75","5.1","960","2200","0.24","0.046","0.02","7.8","0.4","30.2","1.1","2.1","4.8","26.7","0.45","0.37","0.66","0.05","15.7","0.005","0.9"
"Eastern Buffer","EM2","2011-06-15","1","Middle Water","0.8","0.12","2.9","56","3.8","1800","4100","0.16","0.037","0.019","7.8","1","31.6","1","2.1","5.4","25.4","0.32","0.25","0.45","0.04","3.9","0.004","1"
"Eastern Buffer","EM2","2011-06-15","1","Bottom Water","0.5","0.064","0.7","55","3.8","240","460","0.053","0.029","0.012","7.9","0.8","33.6","0.88","2.1","4.3","23.4","0.15","0.14","0.22","0.03","3.5","0.002","0.8"
"Eastern Buffer","EM2","2011-07-31","1","Surface Water","1.5","0.018","8.7","111","7.4","3","11","0.045","0.008","<0.002","8.2","1.1","31.1","0.43","2","1.1","27.4","0.07","0.22","0.27","0.03","6.3","0.001","0.9"
"Eastern Buffer","EM2","2011-07-31","1","Middle Water","1.2","0.039","7.1","92","6.2","180","340","0.067","0.012","<0.002","8.1","4.6","31.4","0.6","2","2.4","26.2","0.12","0.18","0.26","0.03","6.8","0.002","1"
"Eastern Buffer","EM2","2011-07-31","1","Bottom Water","0.6","0.044","3.5","61","4.2","48","81","0.067","0.011","0.01","8","4.5","32.7","1.1","2","20","24.2","0.12","0.19","0.27","0.05","9.4","0.002","2"
"Eastern Buffer","EM2","2011-08-22","1","Surface Water","4.7","0.042","23","166","10.8","12","94","0.005","0.003","0.005","8.4","4.2","31","0.79","2.1","2.5","28.9","0.05","0.42","0.43","0.05","1.4","0.006","2.4"
"Eastern Buffer","EM2","2011-08-22","1","Middle Water","1.1","0.054","2","50","3.5","360","1300","0.12","0.021","0.01","8","0.8","33.1","1.3","2.1","3.6","23.8","0.2","0.15","0.29","0.03","1.5","0.002","0.9"
"Eastern Buffer","EM2","2011-08-22","1","Bottom Water","1.2","0.026","1.3","44","3.1","49","120","0.093","0.007","0.012","8","0.3","34.1","1.2","2.1","3.5","22.5","0.13","0.08","0.18","0.03","2.4","0.001","0.7"
"Eastern Buffer","EM2","2011-09-16","1","Surface Water","0.4","0.066","0.9","85","5.4","3","4","0.018","0.004","0.007","8.2","1","32.2","0.53","3.3","1.4","29.3","0.09","0.19","0.21","0.02","12","0.005","<0.5"
"Eastern Buffer","EM2","2011-09-16","1","Middle Water","0.4","0.071","1.5","83","5.4","5","13","0.021","0.005","0.01","8.1","<0.2","32.2","0.57","3.3","1.5","29.1","0.1","0.17","0.2","0.02","1.6","0.006","0.7"
"Eastern Buffer","EM2","2011-09-16","1","Bottom Water","0.3","0.061","0.6","74","4.8","5","9","0.011","0.006","0.01","8.1","0.4","32.6","0.76","3.3","4.5","28.6","0.08","0.14","0.16","0.02","3.5","0.005","0.8"
"Eastern Buffer","EM2","2011-10-12","1","Surface Water","0.5","0.018","1.2","94","6.3","2","100","0.066","0.034","0.011","8.1","0.5","33.1","1.1","1.6","4.9","26","0.12","0.1","0.2","0.03","3.4","0.001","0.8"
"Eastern Buffer","EM2","2011-10-12","1","Middle Water","0.3","0.015","0.9","94","6.3","46","120","1.1","0.039","0.015","8.1","0.3","33.2","1.2","1.6","5.2","26","1.15","0.1","1.24","0.03","4","0.001","0.9"
"Eastern Buffer","EM2","2011-10-12","1","Bottom Water","0.4","0.012","0.7","94","6.3","9","31","0.1","0.038","0.015","8.1","0.5","33.2","1.2","1.6","6","26","0.15","0.09","0.23","0.03","4","0.001","0.9"
"Eastern Buffer","EM2","2011-11-07","1","Surface Water","0.2","0.068","1.3","92","6.2","4","9","0.059","0.016","0.017","7.9","<0.2","32.9","0.46","3","1.8","25.5","0.14","0.18","0.26","0.03","1.4","0.003","0.6"
"Eastern Buffer","EM2","2011-11-07","1","Middle Water","0.1","0.072","0.8","93","6.3","4","8","0.052","0.034","0.014","7.9","<0.2","32.9","0.43","3","1.6","25.5","0.16","0.19","0.28","0.03","1.1","0.003","0.5"
"Eastern Buffer","EM2","2011-11-07","1","Bottom Water","0.1","0.042","0.4","93","6.3","<1","3","0.032","0.017","0.01","8","0.4","33","0.46","3","7.8","25.2","0.09","0.14","0.19","0.02","5.6","0.002","1.2"
"Eastern Buffer","EM2","2011-12-02","1","Surface Water","0.5","0.012","0.4","93","6.7","<1","<1","0.17","0.013","0.019","7.7","<0.2","32.2","1","2.8","3.6","22","0.2","0.13","0.31","0.03","3.3","0.001","0.6"
"Eastern Buffer","EM2","2011-12-02","1","Middle Water","0.6","0.014","<0.2","93","6.7","<1","<1","0.16","0.014","0.019","7.7","0.8","32.2","1","2.8","3.5","22","0.19","0.17","0.34","0.03","3.2","0.001","0.6"
"Eastern Buffer","EM2","2011-12-02","1","Bottom Water","0.6","0.012","0.6","93","6.7","2","3","0.16","0.013","0.019","7.7","<0.2","32.2","1","2.8","6.8","22","0.19","0.18","0.35","0.03","5.1","0.001","1.1"
"Eastern Buffer","EM2","2012-01-09","1","Surface Water","0.9","0.027","5.7","107","8.6","11","21","0.23","0.011","0.015","8","0.5","31","0.83","4","2.2","17.1","0.27","0.19","0.43","0.04","1.4","0.001","0.7"
"Eastern Buffer","EM2","2012-01-09","1","Middle Water","0.9","0.025","6.8","107","8.6","46","68","0.23","0.012","0.016","8","0.8","31","0.92","4","2.1","16.9","0.27","0.16","0.4","0.03","1.4","0.001","0.8"
"Eastern Buffer","EM2","2012-01-09","1","Bottom Water","0.7","0.027","4.4","104","8.3","39","53","0.23","0.01","0.017","8","0.5","31","1","4","2.2","16.7","0.27","0.15","0.39","0.03","1.4","0.001","0.6"
"Eastern Buffer","EM2","2012-02-02","1","Surface Water","1.1","0.038","1.5","107","8.6","<1","5","0.14","0.01","0.01","8.1","<0.2","31.7","0.88","4.2","0.6","16.2","0.19","0.15","0.3","0.03","0.6","0.001","<0.5"
"Eastern Buffer","EM2","2012-02-02","1","Middle Water","1","0.042","0.9","107","8.6","<1","2","0.16","0.011","0.012","8","0.5","31.7","0.91","4.2","0.5","16.2","0.21","0.17","0.34","0.03","0.5","0.001","<0.5"
"Eastern Buffer","EM2","2012-02-02","1","Bottom Water","0.2","0.027","1.5","101","8.2","3","4","0.16","0.012","0.012","8","<0.2","31.9","0.95","4.2","2.6","16.3","0.2","0.1","0.27","0.03","1.8","0.001","0.6"
"Eastern Buffer","EM2","2012-03-02","1","Surface Water","0.4","0.018","0.4","117","9.7","29","97","0.28","0.018","0.024","8","<0.2","31.1","1.3","3","<0.5","15","0.32","0.13","0.43","0.04","1.7","0.001","<0.5"
"Eastern Buffer","EM2","2012-03-02","1","Middle Water","0.3","0.013","0.9","116","9.7","31","52","0.27","0.019","0.023","8","<0.2","31.1","1.3","3","1.5","14.8","0.3","0.09","0.38","0.04","1.5","0.001","<0.5"
"Eastern Buffer","EM2","2012-03-02","1","Bottom Water","0.3","0.014","0.8","116","9.7","1","4","0.27","0.017","0.021","8","<0.2","31.1","1.3","3","2.4","14.8","0.3","0.09","0.38","0.03","2.1","0.001","0.5"
"Eastern Buffer","EM2","2012-04-13","1","Surface Water","0.3","0.13","1.8","115","8.3","6","18","0.086","0.008","0.013","7.6","<0.2","32.6","0.48","3.5","1.3","21.9","0.22","0.28","0.37","0.03","4.8","0.002","0.5"
"Eastern Buffer","EM2","2012-04-13","1","Middle Water","0.1","0.081","1.8","114","8.3","34","49","0.057","0.009","0.007","7.7","0.9","32.9","0.42","3.5","1.7","21.7","0.15","0.16","0.23","<0.02","1.9","0.001","<0.5"
"Eastern Buffer","EM2","2012-04-13","1","Bottom Water","<0.1","0.038","1.4","112","8","1","2","0.015","0.005","0.006","7.7","<0.2","33.6","0.36","3.5","3.8","22","0.06","0.15","0.17","<0.02","4","0.001","0.6"
"Eastern Buffer","EM2","2012-05-03","1","Surface Water","0.5","0.16","2.9","104","7.3","500","1100","0.34","0.034","0.003","7.6","<0.2","29.4","1.4","3.5","1.3","24.6","0.53","0.28","0.65","0.04","1.2","0.003","<0.5"
"Eastern Buffer","EM2","2012-05-03","1","Middle Water","0.3","0.091","2","102","7.2","180","970","0.13","0.021","0.012","7.6","<0.2","32","0.79","3.5","2.3","23.6","0.24","0.2","0.35","0.03","1.7","0.002","<0.5"
"Eastern Buffer","EM2","2012-05-03","1","Bottom Water","0.2","0.047","0.9","103","7.3","14","26","0.036","0.019","0.008","7.6","<0.2","33.1","0.53","3.5","5.8","23","0.1","0.11","0.17","<0.02","3.6","0.001","0.8"
"Eastern Buffer","EM2","2012-06-04","1","Surface Water","0.2","0.099","1.3","112","7.5","5","18","0.027","0.003","0.007","7.7","<0.2","31.8","0.37","3","1.5","26.8","0.13","0.17","0.2","<0.02","1.7","0.003","0.6"
"Eastern Buffer","EM2","2012-06-04","1","Middle Water","0.2","0.069","1.2","113","7.5","10","26","0.027","0.003","0.007","7.7","<0.2","31.8","0.35","3","1.6","26.8","0.1","0.1","0.13","<0.02","1.7","0.002","0.6"
"Eastern Buffer","EM2","2012-06-04","1","Bottom Water","0.2","0.087","0.7","112","7.5","9","26","0.034","0.004","0.009","7.7","<0.2","32.1","0.4","3","3.6","26.5","0.13","0.1","0.14","<0.02","3.4","0.002","0.6"
"Eastern Buffer","EM2","2012-07-06","1","Surface Water","0.8","0.067","5.7","112","7.5","22","61","0.2","0.034","0.012","7.6","1.4","29.4","0.79","2.6","2","27.2","0.3","0.21","0.44","0.04","27.8","0.001","0.8"
"Eastern Buffer","EM2","2012-07-06","1","Middle Water","0.5","0.043","2.2","81","5.5","83","120","0.12","0.029","0.012","7.5","1.5","31.4","0.83","2.6","2.4","26.1","0.19","0.17","0.32","0.03","26.9","0.001","0.5"
"Eastern Buffer","EM2","2012-07-06","1","Bottom Water","0.3","0.012","1.2","68","4.7","3","4","0.09","0.024","0.009","7.5","0.8","32.8","0.83","2.6","3.4","24.6","0.13","0.15","0.26","0.02","25.3","0.001","0.5"
"Eastern Buffer","EM2","2012-08-06","1","Surface Water","<0.1","0.1","1.2","68","4.5","42","110","0.097","0.022","0.014","7.9","<0.2","31.6","0.9","4","0.9","27.1","0.22","0.23","0.35","<0.02","2.4","0.004","<0.5"
"Eastern Buffer","EM2","2012-08-06","1","Middle Water","<0.1","0.048","0.9","68","4.6","21","64","0.07","0.019","0.008","8","0.2","32.4","0.71","4","1.2","26.2","0.14","0.25","0.34","<0.02","1.3","0.002","0.6"
"Eastern Buffer","EM2","2012-08-06","1","Bottom Water","0.6","0.03","0.6","51","3.5","4","9","0.084","0.023","0.01","7.9","0.6","33.4","1","4","3.4","25","0.14","0.2","0.31","<0.02","3.1","0.001","0.8"
"Eastern Buffer","EM2","2012-09-07","1","Surface Water","1.1","0.085","4.7","91","5.9","<1","6","0.078","0.014","0.006","8.1","<0.2","30.3","0.53","3","1.5","28.9","0.18","0.28","0.37","0.03","1.2","0.006","0.9"
"Eastern Buffer","EM2","2012-09-07","1","Middle Water","1.2","0.067","4.8","93","6.1","2","9","0.058","0.01","0.004","8.1","0.4","30.3","0.42","3","3.1","28.8","0.14","0.29","0.36","0.03","1.3","0.005","0.8"
"Eastern Buffer","EM2","2012-09-07","1","Bottom Water","0.8","0.084","1.7","76","5","100","270","0.072","0.012","0.007","8","0.9","30.3","0.56","3","1.4","28.4","0.17","0.28","0.36","0.03","1.5","0.005","0.9"
"Eastern Buffer","EM2","2012-10-04","1","Surface Water","0.4","0.071","0.6","85","5.6","81","130","0.052","0.015","0.014","8","<0.2","32.3","0.99","2","2.5","27.7","0.14","0.19","0.26","0.02","2.9","0.003","0.8"
"Eastern Buffer","EM2","2012-10-04","1","Middle Water","0.4","0.068","0.7","87","5.7","120","260","0.047","0.014","0.014","8","<0.2","32.3","0.95","2","3.4","27.7","0.13","0.17","0.23","0.02","2.7","0.003","1"
"Eastern Buffer","EM2","2012-10-04","1","Bottom Water","0.2","0.054","0.2","90","5.9","20","63","0.036","0.012","0.011","8","<0.2","32.4","0.88","2","11","27.7","0.1","0.21","0.26","0.02","6.9","0.003","2.1"
"Eastern Buffer","EM2","2012-11-02","1","Surface Water","0.3","0.019","0.6","88","6","62","150","0.033","0.049","0.014","7.8","<0.2","32.7","0.9","3","3.7","25.2","0.1","0.2","0.28","0.03","3.1","0.001","0.9"
"Eastern Buffer","EM2","2012-11-02","1","Middle Water","0.4","0.019","0.5","92","6.3","78","140","0.036","0.049","0.014","7.8","<0.2","32.7","0.9","3","3.4","25.1","0.1","0.19","0.28","0.03","3","0.001","0.8"
"Eastern Buffer","EM2","2012-11-02","1","Bottom Water","0.2","0.008","0.5","94","6.4","12","23","0.024","0.045","0.011","7.8","<0.2","32.7","0.88","3","4.6","25.1","0.08","0.15","0.22","0.03","4.4","0.001","0.8"
"Eastern Buffer","EM2","2012-12-08","1","Surface Water","0.9","0.055","1","86","6.3","190","310","0.14","0.025","0.025","7.7","0.4","32.9","0.93","2","2.6","21.1","0.22","0.2","0.37","0.04","1.8","0.001","1.2"
"Eastern Buffer","EM2","2012-12-08","1","Middle Water","0.5","0.051","0.8","89","6.6","210","270","0.13","0.026","0.025","7.7","0.8","33","0.92","2","1.8","21.1","0.21","0.19","0.35","0.04","1.9","0.001","0.5"
"Eastern Buffer","EM2","2012-12-08","1","Bottom Water","0.4","0.027","0.9","92","6.8","65","86","0.1","0.018","0.018","7.7","1.5","33.1","0.88","2","19","21.1","0.15","0.2","0.32","0.05","17.7","0.001","2.5"
"Eastern Buffer","EM2","2013-01-11","1","Surface Water","0.5","0.048","2","99","7.8","25","40","0.1","0.011","0.018","8","<0.2","32.8","0.83","4.3","1.3","17.5","0.16","0.14","0.25","0.03","5.9","0.001","0.5"
"Eastern Buffer","EM2","2013-01-11","1","Middle Water","0.5","0.055","0.6","98","7.7","77","100","0.11","0.011","0.018","8","<0.2","32.8","0.83","4.3","1.4","17.5","0.18","0.14","0.26","0.03","8.5","0.001","0.6"
"Eastern Buffer","EM2","2013-01-11","1","Bottom Water","0.4","0.057","0.7","98","7.7","56","77","0.11","0.011","0.018","8","<0.2","32.8","0.82","4.3","1.6","17.4","0.18","0.41","0.53","0.04","8.9","0.001","0.7"
"Eastern Buffer","EM2","2013-02-23","1","Surface Water","1.6","0.038","2.1","106","8.3","<1","<1","0.083","0.011","0.012","7.9","<0.2","32.1","0.47","3","0.9","17.9","0.13","0.21","0.3","0.03","1.2","<0.001","0.7"
"Eastern Buffer","EM2","2013-02-23","1","Middle Water","1.3","0.025","2.2","105","8.2","3","4","0.085","0.013","0.012","7.9","0.3","32.1","0.52","3","0.8","17.9","0.12","0.21","0.31","0.03","1.3","<0.001","0.5"
"Eastern Buffer","EM2","2013-02-23","1","Bottom Water","1","0.045","1.9","101","7.9","5","8","0.091","0.013","0.014","7.9","0.4","32.2","0.53","3","3.6","17.7","0.15","0.16","0.26","0.03","2.9","<0.001","0.9"
"Eastern Buffer","EM2","2013-03-15","1","Surface Water","0.2","0.035","1.1","102","7.8","3","6","0.041","0.007","0.007","7.8","0.4","32.6","0.35","3","0.6","19","0.08","0.1","0.15","0.03","1","<0.001","<0.5"
"Eastern Buffer","EM2","2013-03-15","1","Middle Water","0.2","0.05","1.7","104","8","8","13","0.038","0.005","0.004","7.8","<0.2","32.6","0.34","3","0.8","19","0.09","0.09","0.13","0.03","0.9","<0.001","<0.5"
"Eastern Buffer","EM2","2013-03-15","1","Bottom Water","<0.1","0.033","2.3","103","7.9","6","15","0.038","0.005","0.007","7.8","<0.2","32.6","0.34","3","0.6","19","0.08","0.15","0.19","0.03","0.9","<0.001","<0.5"
